timestamp,event,block_id
1704972603118,start,nan
1704972609058,grasp,13
1704972611400,release,13
1704972614755,grasp,14
1704972616329,release,14
1704972620799,grasp,18
1704972623891,release,18
1704972627519,grasp,21
1704972629586,release,21
1704972633100,grasp,22
1704972635628,release,22
1704972639790,grasp,19
1704972642064,release,19
1704972646963,grasp,11
1704972651158,release,11
1704972654499,grasp,8
1704972656626,release,8
1704972661019,grasp,2
1704972664793,release,2
1704972668087,grasp,1
1704972670357,release,1
1704972673430,grasp,0
1704972675824,release,0
1704972677918,grasp,10
1704972681131,release,10
1704972681895,end,nan
