timestamp,event,block_id
1706004916465,start,nan
1706004920689,grasp,7
1706004922830,release,7
1706004925481,grasp,6
1706004927215,release,6
1706004929598,grasp,18
1706004932243,release,18
1706004933968,grasp,19
1706004935618,release,19
1706004937188,grasp,20
1706004938936,release,20
1706004940781,grasp,5
1706004943063,release,5
1706004944764,grasp,2
1706004947579,release,2
1706004948058,end,nan
