timestamp,event,block_id
1705937523881,start,nan
1705937535150,grasp,13
1705937536944,release,13
1705937539308,grasp,14
1705937541112,release,14
1705937543615,grasp,18
1705937545678,release,18
1705937548382,grasp,21
1705937549813,release,21
1705937552208,grasp,22
1705937555976,release,22
1705937558517,grasp,19
1705937559639,release,19
1705937562970,grasp,11
1705937566216,release,11
1705937570506,grasp,8
1705937571407,release,8
1705937573470,grasp,2
1705937576503,release,2
1705937579315,grasp,1
1705937580750,release,1
1705937582842,grasp,0
1705937584740,release,0
1705937587340,grasp,10
1705937590007,release,10
1705937590974,end,nan
