timestamp,event,block_id
1705322492485,start,nan
1705322498054,grasp,13
1705322500758,release,13
1705322502820,grasp,14
1705322505452,release,14
1705322508547,grasp,18
1705322511683,release,18
1705322514454,grasp,21
1705322517659,release,21
1705322521358,grasp,22
1705322524260,release,22
1705322529015,grasp,19
1705322531694,release,19
1705322535860,grasp,11
1705322539288,release,11
1705322541479,grasp,8
1705322543657,release,8
1705322546314,grasp,2
1705322550013,release,2
1705322552715,grasp,1
1705322554747,release,1
1705322556991,grasp,0
1705322559226,release,0
1705322561989,grasp,10
1705322564582,release,10
1705322565751,end,nan
