timestamp,event,block_id
1701246048324,start,nan
1701246054524,grasp,13
1701246056064,release,13
1701246058176,grasp,14
1701246059348,release,14
1701246061728,grasp,18
1701246064540,release,18
1701246066788,grasp,21
1701246068932,release,21
1701246071544,grasp,22
1701246072952,release,22
1701246075568,grasp,19
1701246076772,release,19
1701246079924,grasp,11
1701246082036,release,11
1701246084748,grasp,8
1701246086156,release,8
1701246088436,grasp,2
1701246092892,release,2
1701246094636,grasp,1
1701246096208,release,1
1701246097984,grasp,0
1701246099428,release,0
1701246101672,grasp,10
1701246104052,release,10
1701246105024,end,nan
