timestamp,event,block_id
1701764731103,start,nan
1701764735620,grasp,13
1701764737544,release,13
1701764739564,grasp,14
1701764741358,release,14
1701764744091,grasp,18
1701764746975,release,18
1701764749819,grasp,21
1701764752390,release,21
1701764755241,grasp,22
1701764758423,release,22
1701764760248,grasp,19
1701764762642,release,19
1701764765339,grasp,11
1701764768565,release,11
1701764772204,grasp,8
1701764773700,release,8
1701764775891,grasp,2
1701764778602,release,2
1701764781002,grasp,1
1701764782803,release,1
1701764784455,grasp,0
1701764786739,release,0
1701764789691,grasp,10
1701764791770,release,10
1701764792390,end,nan
