timestamp,event,block_id
1706175075149,start,nan
1706175090752,grasp,13
1706175092444,release,13
1706175095377,grasp,14
1706175097481,release,14
1706175101051,grasp,18
1706175103146,release,18
1706175107142,grasp,21
1706175109239,release,21
1706175112519,grasp,22
1706175115174,release,22
1706175118040,grasp,19
1706175119922,release,19
1706175123216,grasp,11
1706175127379,release,11
1706175130218,grasp,8
1706175131953,release,8
1706175134843,grasp,2
1706175137485,release,2
1706175140742,grasp,1
1706175143274,release,1
1706175146043,grasp,0
1706175146650,release,0
1706175150885,grasp,10
1706175153484,release,10
1706175154611,end,nan
