timestamp,slide
1706268518643,0
1706268520384,1
1706268525113,2
1706268529849,3
1706268537045,4
1706268542737,5
1706268548545,6
1706268553272,7
1706268559383,8
1706268564172,9
1706268569984,10
1706268575978,11
1706268581478,12
