timestamp,event,block_id
1701854707994,start,nan
1701854718325,grasp,13
1701854722686,release,13
1701854727426,grasp,14
1701854730143,release,14
1701854735294,grasp,18
1701854739484,release,18
1701854745728,grasp,21
1701854750651,release,21
1701854754876,grasp,22
1701854758888,release,22
1701854763823,grasp,19
1701854768601,release,19
1701854774481,grasp,11
1701854779448,release,11
1701854783956,grasp,8
1701854786985,release,8
1701854791389,grasp,2
1701854794886,release,2
1701854799244,grasp,1
1701854804169,release,1
1701854808444,grasp,0
1701854811816,release,0
1701854817244,grasp,10
1701854821727,release,10
1701854823421,end,nan
