timestamp,event,block_id
1705052433400,start,nan
1705052440635,grasp,12
1705052443111,release,12
1705052447298,grasp,13
1705052450313,release,13
1705052454934,grasp,14
1705052459605,release,14
1705052463473,grasp,2
1705052467299,release,2
1705052470705,grasp,1
1705052473254,release,1
1705052476094,grasp,0
1705052478177,release,0
1705052481131,grasp,8
1705052484571,release,8
1705052486427,grasp,7
1705052488964,release,7
1705052491292,grasp,6
1705052493381,release,6
1705052494803,end,nan
