timestamp,event,block_id
1701159728915,start,nan
1701159735847,grasp,7
1701159739493,release,7
1701159741244,grasp,6
1701159743374,release,6
1701159744990,grasp,18
1701159747277,release,18
1701159749583,grasp,19
1701159752177,release,19
1701159753094,grasp,20
1701159755032,release,20
1701159756908,grasp,5
1701159760820,release,5
1701159763044,grasp,2
1701159764689,release,2
1701159765590,end,nan
