timestamp,event,block_id
1705487412940,start,nan
1705487417116,grasp,13
1705487418633,release,13
1705487420108,grasp,14
1705487421727,release,14
1705487423320,grasp,18
1705487425295,release,18
1705487427364,grasp,21
1705487430003,release,21
1705487431521,grasp,22
1705487434127,release,22
1705487435111,grasp,19
1705487437513,release,19
1705487438716,grasp,11
1705487441385,release,11
1705487442646,grasp,8
1705487444405,release,8
1705487446170,grasp,2
1705487448299,release,2
1705487449923,grasp,1
1705487451414,release,1
1705487452928,grasp,0
1705487454476,release,0
1705487456111,grasp,10
1705487458762,release,10
1705487458816,end,nan
