timestamp,event,block_id
1702296799135,start,nan
1702296813666,grasp,4
1702296818944,release,4
1702296822845,grasp,3
1702296826136,release,3
1702296830165,grasp,2
1702296833870,release,2
1702296837503,grasp,1
1702296840178,release,1
1702296843976,grasp,8
1702296847606,release,8
1702296851667,grasp,7
1702296856142,release,7
1702296858129,end,nan
