timestamp,event,block_id
1705573460291,start,nan
1705573465584,grasp,13
1705573467493,release,13
1705573469829,grasp,14
1705573471164,release,14
1705573474087,grasp,18
1705573476687,release,18
1705573479355,grasp,21
1705573482453,release,21
1705573485052,grasp,22
1705573487487,release,22
1705573490157,grasp,19
1705573491926,release,19
1705573494927,grasp,11
1705573498499,release,11
1705573501529,grasp,8
1705573503064,release,8
1705573506465,grasp,2
1705573510151,release,2
1705573513253,grasp,1
1705573515099,release,1
1705573517887,grasp,0
1705573520158,release,0
1705573522796,grasp,10
1705573525457,release,10
1705573526465,end,nan
