timestamp,event,block_id
1705332021042,start,nan
1705332028237,grasp,13
1705332030667,release,13
1705332033783,grasp,14
1705332035350,release,14
1705332039515,grasp,18
1705332043578,release,18
1705332048072,grasp,21
1705332050395,release,21
1705332054114,grasp,22
1705332056423,release,22
1705332060417,grasp,19
1705332062092,release,19
1705332066094,grasp,11
1705332069543,release,11
1705332072786,grasp,8
1705332075526,release,8
1705332079183,grasp,2
1705332082330,release,2
1705332086111,grasp,1
1705332088280,release,1
1705332091440,grasp,0
1705332093911,release,0
1705332098457,grasp,10
1705332101375,release,10
1705332103195,end,nan
