timestamp,event,block_id
1706000676447,start,nan
1706000680539,grasp,13
1706000682812,release,13
1706000683572,grasp,14
1706000685567,release,14
1706000686869,grasp,18
1706000689387,release,18
1706000689877,grasp,21
1706000692995,release,21
1706000694894,grasp,22
1706000697717,release,22
1706000699413,grasp,19
1706000701250,release,19
1706000703364,grasp,11
1706000705747,release,11
1706000707568,grasp,8
1706000709296,release,8
1706000711291,grasp,2
1706000713140,release,2
1706000715090,grasp,1
1706000716685,release,1
1706000717850,grasp,0
1706000719390,release,0
1706000720895,grasp,10
1706000722913,release,10
1706000723274,end,nan
