timestamp,slide
1702473669170,0
1702473671629,1
1702473676903,2
1702473681472,3
1702473686131,4
1702473693194,5
1702473698467,6
1702473703562,7
1702473709800,8
1702473714103,9
1702473721305,10
1702473725640,11
1702473729707,12
