timestamp,event,block_id
1706261532495,start,nan
1706261538230,grasp,13
1706261540502,release,13
1706261543534,grasp,14
1706261545401,release,14
1706261548229,grasp,18
1706261551004,release,18
1706261554665,grasp,21
1706261557733,release,21
1706261561432,grasp,22
1706261564130,release,22
1706261567170,grasp,19
1706261569436,release,19
1706261572993,grasp,11
1706261578272,release,11
1706261581299,grasp,8
1706261582973,release,8
1706261585497,grasp,2
1706261588196,release,2
1706261591231,grasp,1
1706261593235,release,1
1706261595339,grasp,0
1706261597194,release,0
1706261599731,grasp,10
1706261604197,release,10
1706261606634,end,nan
