timestamp,event,block_id
1705936713340,start,nan
1705936723548,grasp,4
1705936729578,release,4
1705936734844,grasp,4
1705936738280,release,4
1705936739882,grasp,3
1705936743283,release,3
1705936745816,grasp,0
1705936748484,release,0
1705936751070,grasp,2
1705936755443,release,2
1705936760737,grasp,8
1705936764536,release,8
1705936772248,grasp,7
1705936774804,release,7
1705936776005,end,nan
