timestamp,event,block_id
1705929916350,start,nan
1705929919950,grasp,13
1705929921679,release,13
1705929922909,grasp,14
1705929924419,release,14
1705929926174,grasp,18
1705929929177,release,18
1705929931282,grasp,22
1705929933010,release,22
1705929934881,grasp,23
1705929935744,release,23
1705929936551,grasp,21
1705929939206,release,21
1705929940620,grasp,19
1705929942443,release,19
1705929944909,grasp,11
1705929947052,release,11
1705929949212,grasp,8
1705929950519,release,8
1705929952285,grasp,2
1705929954981,release,2
1705929956642,grasp,1
1705929958642,release,1
1705929960078,grasp,0
1705929963944,release,0
1705929965714,grasp,10
1705929968149,release,10
1705929968581,end,nan
