timestamp,event,block_id
1704984591753,start,nan
1704984596553,grasp,12
1704984598979,release,12
1704984601654,grasp,13
1704984604315,release,13
1704984606547,grasp,14
1704984609056,release,14
1704984611380,grasp,2
1704984613755,release,2
1704984615851,grasp,1
1704984617712,release,1
1704984619617,grasp,0
1704984621476,release,0
1704984623517,grasp,8
1704984625644,release,8
1704984627609,grasp,7
1704984629621,release,7
1704984631451,grasp,6
1704984633487,release,6
1704984634052,end,nan
