timestamp,event,block_id
1706005440626,start,nan
1706005445459,grasp,13
1706005448072,release,13
1706005449341,grasp,14
1706005451273,release,14
1706005452804,grasp,18
1706005455488,release,18
1706005457036,grasp,21
1706005459463,release,21
1706005461410,grasp,22
1706005464286,release,22
1706005466039,grasp,19
1706005467978,release,19
1706005469792,grasp,11
1706005472180,release,11
1706005474182,grasp,8
1706005476051,release,8
1706005477764,grasp,2
1706005479999,release,2
1706005481909,grasp,1
1706005483530,release,1
1706005485138,grasp,0
1706005487543,release,0
1706005489615,grasp,10
1706005492450,release,10
1706005492977,end,nan
