timestamp,event,block_id
1704892595814,start,nan
1704892600841,grasp,13
1704892602896,release,13
1704892604842,grasp,14
1704892606458,release,14
1704892608759,grasp,18
1704892611493,release,18
1704892614189,grasp,21
1704892617075,release,21
1704892618946,grasp,22
1704892621738,release,22
1704892623556,grasp,19
1704892625169,release,19
1704892627328,grasp,11
1704892630969,release,11
1704892632943,grasp,8
1704892634558,release,8
1704892637017,grasp,2
1704892639423,release,2
1704892641737,grasp,1
1704892643175,release,1
1704892645190,grasp,0
1704892646777,release,0
1704892649100,grasp,10
1704892651347,release,10
1704892652096,end,nan
