timestamp,event,block_id
1702297734102,start,nan
1702297741932,grasp,13
1702297744777,release,13
1702297747806,grasp,14
1702297749730,release,14
1702297753038,grasp,18
1702297755503,release,18
1702297758844,grasp,21
1702297762208,release,21
1702297765575,grasp,22
1702297770072,release,22
1702297773376,grasp,19
1702297775669,release,19
1702297778911,grasp,11
1702297782330,release,11
1702297786038,grasp,8
1702297788110,release,8
1702297791345,grasp,2
1702297794500,release,2
1702297797103,grasp,1
1702297799367,release,1
1702297801196,grasp,0
1702297803403,release,0
1702297806001,grasp,10
1702297809777,release,10
1702297810744,end,nan
