timestamp,event,block_id
1701678141467,start,nan
1701678144452,grasp,13
1701678146353,release,13
1701678148847,grasp,14
1701678150280,release,14
1701678152396,grasp,18
1701678155616,release,18
1701678157609,grasp,21
1701678160093,release,21
1701678162532,grasp,22
1701678164193,release,22
1701678166405,grasp,19
1701678168066,release,19
1701678169811,grasp,11
1701678174086,release,11
1701678185866,grasp,8
1701678187361,release,8
1701678189925,grasp,2
1701678192218,release,2
1701678194582,grasp,1
1701678196448,release,1
1701678198647,grasp,0
1701678200607,release,0
1701678202846,grasp,10
1701678206253,release,10
1701678207341,end,nan
