timestamp,event,block_id
1706011975435,start,nan
1706011980070,grasp,13
1706011981776,release,13
1706011984803,grasp,14
1706011986368,release,14
1706011989877,grasp,18
1706011992709,release,18
1706011995877,grasp,21
1706011997737,release,21
1706012001277,grasp,22
1706012002934,release,22
1706012006308,grasp,19
1706012008644,release,19
1706012012002,grasp,11
1706012015872,release,11
1706012018815,grasp,8
1706012020199,release,8
1706012023247,grasp,2
1706012026970,release,2
1706012029675,grasp,1
1706012031014,release,1
1706012032977,grasp,0
1706012034473,release,0
1706012037114,grasp,10
1706012040301,release,10
1706012041442,end,nan
