timestamp,event,block_id
1706268518643,start,nan
1706268521878,grasp,13
1706268523679,release,13
1706268527041,grasp,14
1706268528614,release,14
1706268533252,grasp,18
1706268535672,release,18
1706268539008,grasp,21
1706268541272,release,21
1706268545086,grasp,22
1706268547142,release,22
1706268550210,grasp,19
1706268551908,release,19
1706268555204,grasp,11
1706268558014,release,11
1706268561286,grasp,8
1706268562911,release,8
1706268566475,grasp,2
1706268568608,release,2
1706268571913,grasp,1
1706268574143,release,1
1706268578217,grasp,0
1706268579817,release,0
1706268583580,grasp,10
1706268585648,release,10
1706268587017,end,nan
