timestamp,event,block_id
1704984779249,start,nan
1704984787246,grasp,13
1704984789787,release,13
1704984792545,grasp,14
1704984794852,release,14
1704984797218,grasp,18
1704984799910,release,18
1704984802289,grasp,21
1704984804590,release,21
1704984806788,grasp,22
1704984811045,release,22
1704984813456,grasp,19
1704984815413,release,19
1704984817654,grasp,11
1704984821280,release,11
1704984822779,grasp,8
1704984824553,release,8
1704984826485,grasp,2
1704984829916,release,2
1704984831747,grasp,1
1704984833987,release,1
1704984835986,grasp,0
1704984837980,release,0
1704984840013,grasp,10
1704984843879,release,10
1704984844378,end,nan
