timestamp,event,block_id
1705483026143,start,nan
1705483031033,grasp,13
1705483033180,release,13
1705483035249,grasp,14
1705483036844,release,14
1705483039244,grasp,18
1705483041170,release,18
1705483044686,grasp,21
1705483046362,release,21
1705483048811,grasp,22
1705483050659,release,22
1705483052938,grasp,19
1705483054778,release,19
1705483057660,grasp,11
1705483059701,release,11
1705483062235,grasp,8
1705483063834,release,8
1705483066332,grasp,2
1705483068514,release,2
1705483070882,grasp,1
1705483073400,release,1
1705483074800,grasp,0
1705483076623,release,0
1705483079303,grasp,10
1705483081775,release,10
1705483082754,end,nan
