timestamp,event,block_id
1704971725554,start,nan
1704971733963,grasp,7
1704971737231,release,7
1704971741359,grasp,6
1704971743690,release,6
1704971748931,grasp,18
1704971752456,release,18
1704971755793,grasp,19
1704971758229,release,19
1704971761895,grasp,20
1704971764153,release,20
1704971769094,grasp,5
1704971771930,release,5
1704971775496,grasp,2
1704971777887,release,2
1704971779692,end,nan
