timestamp,event,block_id
1704889282926,start,nan
1704889287265,grasp,13
1704889289735,release,13
1704889290975,grasp,14
1704889292693,release,14
1704889293576,grasp,18
1704889296619,release,18
1704889297806,grasp,21
1704889300538,release,21
1704889301597,grasp,22
1704889303725,release,22
1704889305299,grasp,19
1704889306547,release,19
1704889307894,grasp,11
1704889311104,release,11
1704889312683,grasp,8
1704889314203,release,8
1704889315582,grasp,2
1704889317426,release,2
1704889318792,grasp,1
1704889320327,release,1
1704889321161,grasp,0
1704889322758,release,0
1704889323781,grasp,10
1704889325796,release,10
1704889326210,end,nan
