timestamp,x,y
1705482510244,0.5218846648931504,0.38188242912292486
1705482510302,0.5061909854412079,0.3766719102859497
1705482510366,0.27142058064540225,0.3991333842277527
1705482510426,0.15270308405160907,0.3885858654975891
1705482510470,nan,nan
1705482510512,nan,nan
1705482510616,nan,nan
1705482510659,nan,nan
1705482510713,nan,nan
1705482510766,nan,nan
1705482510817,nan,nan
1705482510869,nan,nan
1705482510919,nan,nan
1705482510998,nan,nan
1705482511040,nan,nan
1705482511101,nan,nan
1705482511149,nan,nan
1705482511208,nan,nan
1705482511263,nan,nan
1705482511315,nan,nan
1705482511370,nan,nan
1705482511431,nan,nan
1705482511494,0.5293886413176855,0.5611635446548462
1705482511549,nan,nan
1705482511597,nan,nan
1705482511641,nan,nan
1705482511681,nan,nan
1705482511723,nan,nan
1705482511755,nan,nan
1705482511788,nan,nan
1705482511826,nan,nan
1705482511922,nan,nan
1705482511966,0.5280230740706127,0.9713386539369822
1705482512024,nan,nan
1705482512115,nan,nan
1705482512170,nan,nan
1705482512228,nan,nan
1705482512280,nan,nan
1705482512332,nan,nan
1705482512383,nan,nan
1705482512431,nan,nan
1705482512479,nan,nan
1705482512535,nan,nan
1705482512592,nan,nan
1705482512648,nan,nan
1705482512709,nan,nan
1705482512767,nan,nan
1705482512822,nan,nan
1705482512881,nan,nan
1705482512935,nan,nan
1705482512989,nan,nan
1705482513044,nan,nan
1705482513104,nan,nan
1705482513165,nan,nan
1705482513224,nan,nan
1705482513280,nan,nan
1705482513338,nan,nan
1705482513394,nan,nan
1705482513447,nan,nan
1705482513502,nan,nan
1705482513557,nan,nan
1705482513625,0.49402365336815524,0.8442147374153139
1705482513688,0.47196637094020844,0.5944660305976868
1705482513743,0.49483944227298104,0.5255192816257476
1705482513795,nan,nan
1705482513829,nan,nan
1705482513861,nan,nan
1705482513901,nan,nan
1705482513982,nan,nan
1705482514020,nan,nan
1705482514105,nan,nan
1705482514154,nan,nan
1705482514210,nan,nan
1705482514275,nan,nan
1705482514321,nan,nan
1705482514365,nan,nan
1705482514411,nan,nan
1705482514459,nan,nan
1705482514511,nan,nan
1705482514566,nan,nan
1705482514622,nan,nan
1705482514679,nan,nan
1705482514744,nan,nan
1705482514864,nan,nan
1705482514914,nan,nan
1705482514974,nan,nan
1705482515029,nan,nan
1705482515085,nan,nan
1705482515142,nan,nan
1705482515198,0.4254108965396881,0.5479550659656526
1705482515246,nan,nan
1705482515297,nan,nan
1705482515340,nan,nan
1705482515385,nan,nan
1705482515428,0.1791154146194458,0.12167435884475708
1705482515482,0.18046269317468008,0.31323421001434326
1705482515538,0.21556004881858826,0.19904625415802002
