timestamp,event,block_id
1706621346418,start,nan
1706621349875,grasp,13
1706621351576,release,13
1706621353778,grasp,14
1706621355714,release,14
1706621357546,grasp,18
1706621359953,release,18
1706621362521,grasp,21
1706621364689,release,21
1706621366546,grasp,22
1706621368510,release,22
1706621370076,grasp,19
1706621371853,release,19
1706621373652,grasp,11
1706621376210,release,11
1706621378381,grasp,8
1706621380086,release,8
1706621383358,grasp,2
1706621385784,release,2
1706621387749,grasp,1
1706621389554,release,1
1706621391682,grasp,0
1706621393220,release,0
1706621395612,grasp,10
1706621398114,release,10
1706621398817,end,nan
