timestamp,event,block_id
1706016506450,start,nan
1706016513236,grasp,13
1706016516081,release,13
1706016519114,grasp,14
1706016520809,release,14
1706016523947,grasp,18
1706016527348,release,18
1706016530680,grasp,21
1706016533237,release,21
1706016536344,grasp,22
1706016539108,release,22
1706016542645,grasp,19
1706016545549,release,19
1706016549780,grasp,11
1706016553073,release,11
1706016557506,grasp,8
1706016559346,release,8
1706016563446,grasp,2
1706016568015,release,2
1706016572236,grasp,1
1706016574314,release,1
1706016577578,grasp,0
1706016579684,release,0
1706016583180,grasp,10
1706016585650,release,10
1706016586876,end,nan
