timestamp,event,block_id
1706696959861,start,nan
1706696967393,grasp,13
1706696968722,release,13
1706696970351,grasp,14
1706696971754,release,14
1706696973618,grasp,18
1706696976085,release,18
1706696978098,grasp,21
1706696979933,release,21
1706696981688,grasp,22
1706696983489,release,22
1706696985259,grasp,19
1706696986921,release,19
1706696990018,grasp,11
1706696993064,release,11
1706696994925,grasp,8
1706696996520,release,8
1706696998388,grasp,2
1706697000627,release,2
1706697003265,release,1
1706697004730,release,1
1706697006022,grasp,0
1706697007393,release,0
1706697009020,grasp,10
1706697011126,release,10
1706697011456,end,nan
