timestamp,event,block_id
1702290725385,start,nan
1702290731927,grasp,13
1702290734226,release,13
1702290737391,grasp,14
1702290739288,release,14
1702290741983,grasp,18
1702290745620,release,18
1702290748553,grasp,21
1702290751025,release,21
1702290753497,grasp,22
1702290755882,release,22
1702290758221,grasp,19
1702290760486,release,19
1702290763055,grasp,11
1702290768491,release,11
1702290771222,grasp,8
1702290773517,release,8
1702290776292,grasp,2
1702290779991,release,2
1702290782694,grasp,1
1702290784728,release,1
1702290787088,grasp,0
1702290789391,release,0
1702290791752,grasp,10
1702290794351,release,10
1702290795261,end,nan
