timestamp,slide
1706272941174,0
1706272947435,1
1706272953169,2
1706272958113,3
1706272963041,4
1706272967710,5
1706272972813,6
1706272977038,7
1706272984200,8
1706272989675,9
1706272994933,10
1706272999137,11
1706273003275,12
