timestamp,event,block_id
1705411537675,start,nan
1705411541886,grasp,13
1705411543833,release,13
1705411545572,grasp,14
1705411547102,release,14
1705411549325,grasp,18
1705411550838,release,18
1705411553249,grasp,21
1705411555678,release,21
1705411557443,grasp,22
1705411559317,release,22
1705411561279,grasp,19
1705411562805,release,19
1705411565057,grasp,11
1705411567290,release,11
1705411569420,grasp,8
1705411570641,release,8
1705411572651,grasp,2
1705411574397,release,2
1705411575990,grasp,1
1705411577755,release,1
1705411578855,grasp,0
1705411580338,release,0
1705411582516,grasp,10
1705411584488,release,10
1705411585163,end,nan
