timestamp,event,block_id
1701251663420,start,nan
1701251667505,grasp,13
1701251669810,release,13
1701251671968,grasp,14
1701251674254,release,14
1701251676838,grasp,18
1701251680229,release,18
1701251682429,grasp,21
1701251685037,release,21
1701251687207,grasp,22
1701251689916,release,22
1701251692135,grasp,19
1701251693979,release,19
1701251696502,grasp,11
1701251699473,release,11
1701251701515,grasp,8
1701251703256,release,8
1701251705318,grasp,2
1701251708656,release,2
1701251710568,grasp,1
1701251712569,release,1
1701251714112,grasp,0
1701251716077,release,0
1701251718993,grasp,10
1701251721144,release,10
1701251722204,end,nan
