timestamp,slide
1705322492485,0
1705322495616,1
1705322501153,2
1705322505947,3
1705322512657,4
1705322519181,5
1705322526051,6
1705322533027,7
1705322540183,8
1705322544481,9
1705322551061,10
1705322555381,11
1705322559980,12
