timestamp,event,block_id
1706102376038,start,nan
1706102381774,grasp,10
1706102384209,release,10
1706102386666,grasp,9
1706102390365,release,9
1706102393800,grasp,8
1706102396669,release,8
1706102399840,grasp,21
1706102403271,release,21
1706102406343,grasp,22
1706102409565,release,22
1706102411970,grasp,23
1706102415204,release,23
1706102418165,grasp,18
1706102420907,release,18
1706102422935,grasp,19
1706102424976,release,19
1706102427009,grasp,20
1706102429339,release,20
1706102430361,end,nan
