timestamp,event,block_id
1705318298000,start,nan
1705318301774,grasp,13
1705318303065,release,13
1705318305336,grasp,14
1705318306894,release,14
1705318309735,grasp,18
1705318311325,release,18
1705318313760,grasp,21
1705318315799,release,21
1705318318928,grasp,22
1705318320526,release,22
1705318323631,grasp,19
1705318325272,release,19
1705318328064,grasp,11
1705318329993,release,11
1705318332967,grasp,8
1705318334407,release,8
1705318337608,grasp,2
1705318339603,release,2
1705318341933,grasp,1
1705318343396,release,1
1705318346108,grasp,0
1705318347505,release,0
1705318350196,grasp,10
1705318352270,release,10
1705318353192,end,nan
