timestamp,event,block_id
1702657557231,start,nan
1702657562946,grasp,13
1702657565499,release,13
1702657568699,grasp,14
1702657571104,release,14
1702657574206,grasp,18
1702657577542,release,18
1702657580841,grasp,21
1702657584134,release,21
1702657587280,grasp,22
1702657590769,release,22
1702657594112,grasp,19
1702657597244,release,19
1702657601140,grasp,11
1702657605135,release,11
1702657608678,grasp,8
1702657611645,release,8
1702657615335,grasp,2
1702657620543,release,2
1702657623664,grasp,1
1702657626278,release,1
1702657628678,grasp,0
1702657631806,release,0
1702657635166,grasp,10
1702657639931,release,10
1702657641637,end,nan
