timestamp,event,block_id
1702473669170,start,nan
1702473674227,grasp,13
1702473675674,release,13
1702473678300,grasp,14
1702473680531,release,14
1702473683001,grasp,18
1702473685136,release,18
1702473688001,grasp,21
1702473691433,release,21
1702473694502,grasp,22
1702473697164,release,22
1702473700129,grasp,19
1702473702100,release,19
1702473705575,grasp,11
1702473708703,release,11
1702473711567,grasp,8
1702473713497,release,8
1702473716263,grasp,2
1702473720402,release,2
1702473722909,grasp,1
1702473724735,release,1
1702473727296,grasp,0
1702473729028,release,0
1702473731372,grasp,10
1702473733596,release,10
1702473734832,end,nan
