timestamp,event,block_id
1705674014311,start,nan
1705674018999,grasp,13
1705674021764,release,13
1705674022920,grasp,14
1705674024469,release,14
1705674028610,grasp,18
1705674030541,release,18
1705674033810,grasp,21
1705674036285,release,21
1705674039955,grasp,22
1705674041728,release,22
1705674045398,grasp,19
1705674047043,release,19
1705674050579,grasp,11
1705674053368,release,11
1705674056604,grasp,8
1705674058121,release,8
1705674061881,grasp,2
1705674064280,release,2
1705674067161,grasp,1
1705674068504,release,1
1705674071306,grasp,0
1705674072957,release,0
1705674076375,grasp,10
1705674078708,release,10
1705674080541,end,nan
