timestamp,event,block_id
1704724250791,start,nan
1704724260114,grasp,13
1704724263722,release,13
1704724268725,grasp,14
1704724270347,release,14
1704724274583,grasp,18
1704724277888,release,18
1704724281877,grasp,21
1704724286046,release,21
1704724290350,grasp,22
1704724293679,release,22
1704724297514,grasp,19
1704724300281,release,19
1704724306281,grasp,11
1704724312384,release,11
1704724315958,grasp,8
1704724318454,release,8
1704724326287,grasp,2
1704724329949,release,2
1704724333322,grasp,1
1704724335590,release,1
1704724339148,grasp,0
1704724341348,release,0
1704724344651,grasp,10
1704724349487,release,10
1704724350691,end,nan
