timestamp,event,block_id
1701771788178,start,nan
1701771792740,grasp,13
1701771794744,release,13
1701771796831,grasp,14
1701771798584,release,14
1701771800555,grasp,18
1701771803331,release,18
1701771815075,grasp,21
1701771818020,release,21
1701771820208,grasp,22
1701771823106,release,22
1701771824800,grasp,19
1701771826930,release,19
1701771828828,grasp,11
1701771831951,release,11
1701771834116,grasp,8
1701771835785,release,8
1701771837515,grasp,2
1701771840071,release,2
1701771841856,grasp,1
1701771843592,release,1
1701771845016,grasp,0
1701771846913,release,0
1701771849068,grasp,10
1701771851277,release,10
1701771851872,end,nan
