timestamp,event,block_id
1701274856520,start,nan
1701274861508,grasp,13
1701274863299,release,13
1701274865429,grasp,14
1701274867124,release,14
1701274869591,grasp,18
1701274871998,release,18
1701274874466,grasp,21
1701274877309,release,21
1701274879637,grasp,22
1701274882076,release,22
1701274883912,grasp,19
1701274886411,release,19
1701274888602,grasp,11
1701274891631,release,11
1701274894013,grasp,8
1701274895379,release,8
1701274898047,grasp,2
1701274900363,release,2
1701274902298,grasp,1
1701274903700,release,1
1701274905546,grasp,0
1701274907028,release,0
1701274909738,grasp,10
1701274912783,release,10
1701274914963,end,nan
