timestamp,event,block_id
1705573113590,start,nan
1705573118764,grasp,7
1705573121296,release,7
1705573123526,grasp,6
1705573125562,release,6
1705573128419,grasp,11
1705573130762,release,11
1705573133189,grasp,10
1705573134998,release,10
1705573136999,grasp,9
1705573138987,release,9
1705573141529,grasp,5
1705573143920,release,5
1705573146527,grasp,2
1705573148532,release,2
1705573151123,grasp,1
1705573154419,release,1
1705573157162,grasp,0
1705573159453,release,0
1705573160386,end,nan
