timestamp,event,block_id
1705052554391,start,nan
1705052560273,grasp,13
1705052564143,release,13
1705052567195,grasp,14
1705052568963,release,14
1705052572049,grasp,18
1705052578186,release,18
1705052582879,grasp,21
1705052585714,release,21
1705052589601,grasp,22
1705052594518,release,22
1705052599239,grasp,19
1705052601716,release,19
1705052605290,grasp,11
1705052608816,release,11
1705052613048,grasp,8
1705052614854,release,8
1705052618288,grasp,2
1705052622049,release,2
1705052625679,grasp,1
1705052628453,release,1
1705052631060,grasp,0
1705052633279,release,0
1705052636268,grasp,10
1705052640191,release,10
1705052641754,end,nan
