timestamp,event,block_id
1701073435096,start,nan
1701073439888,grasp,13
1701073442070,release,13
1701073445670,grasp,14
1701073447806,release,14
1701073449608,grasp,18
1701073452580,release,18
1701073454914,grasp,21
1701073460037,release,21
1701073466196,grasp,22
1701073470128,release,22
1701073474137,grasp,19
1701073477002,release,19
1701073479684,grasp,11
1701073486140,release,11
1701073488662,grasp,8
1701073490387,release,8
1701073493559,grasp,2
1701073498136,release,2
1701073501033,grasp,1
1701073503007,release,1
1701073504970,grasp,0
1701073508103,release,0
1701073511275,grasp,10
1701073514088,release,10
1701073515599,end,nan
