timestamp,event,block_id
1701261069405,start,nan
1701261080807,grasp,13
1701261082906,release,13
1701261086470,grasp,14
1701261089143,release,14
1701261092483,grasp,18
1701261095427,release,18
1701261100365,grasp,21
1701261102429,release,21
1701261105962,grasp,22
1701261108184,release,22
1701261111963,grasp,19
1701261113804,release,19
1701261117740,grasp,11
1701261121288,release,11
1701261124016,grasp,8
1701261126013,release,8
1701261129662,grasp,2
1701261132584,release,2
1701261135522,grasp,1
1701261136804,release,1
1701261139724,grasp,0
1701261141994,release,0
1701261145427,grasp,10
1701261148565,release,10
1701261150051,end,nan
