timestamp,slide
1702304711620,0
1702304715627,1
1702304719527,2
1702304723435,3
1702304727340,4
1702304731397,5
1702304735394,6
1702304739460,7
1702304744272,8
1702304747798,9
1702304753001,10
1702304756136,11
1702304758966,12
