timestamp,event,block_id
1701850073292,start,nan
1701850079013,grasp,13
1701850080405,release,13
1701850082837,grasp,14
1701850084627,release,14
1701850087450,grasp,18
1701850089444,release,18
1701850092891,grasp,21
1701850095928,release,21
1701850099008,grasp,22
1701850101108,release,22
1701850104236,grasp,19
1701850105951,release,19
1701850109187,grasp,11
1701850112774,release,11
1701850115439,grasp,8
1701850118575,release,8
1701850121561,grasp,2
1701850123804,release,2
1701850126402,grasp,1
1701850127974,release,1
1701850129984,grasp,0
1701850131992,release,0
1701850134016,grasp,10
1701850136263,release,10
1701850137101,end,nan
