timestamp,event,block_id
1706196216386,start,nan
1706196226450,grasp,13
1706196227957,release,13
1706196230459,grasp,14
1706196232217,release,14
1706196234818,grasp,18
1706196237392,release,18
1706196238824,grasp,21
1706196241956,release,21
1706196244791,grasp,22
1706196247021,release,22
1706196249727,grasp,19
1706196251479,release,19
1706196254154,grasp,11
1706196257146,release,11
1706196259017,grasp,8
1706196260724,release,8
1706196262924,grasp,2
1706196265094,release,2
1706196266822,grasp,1
1706196268190,release,1
1706196269826,grasp,0
1706196271380,release,0
1706196273616,grasp,10
1706196276346,release,10
1706196278089,end,nan
