timestamp,event,block_id
1701689485303,start,nan
1701689490130,grasp,13
1701689492792,release,13
1701689495362,grasp,14
1701689497342,release,14
1701689500919,grasp,18
1701689503330,release,18
1701689506217,grasp,21
1701689509537,release,21
1701689512984,grasp,22
1701689515645,release,22
1701689518880,grasp,19
1701689521080,release,19
1701689524094,grasp,11
1701689527259,release,11
1701689530676,grasp,8
1701689532884,release,8
1701689536381,grasp,2
1701689540621,release,2
1701689544309,grasp,1
1701689545704,release,1
1701689548340,grasp,0
1701689550585,release,0
1701689553459,grasp,10
1701689556427,release,10
1701689557630,end,nan
